adm3_pcode,adm3_name,adm1_name,oblast_en,center_lon,center_lat,occupied_mar2022,dist_km,n_events_feb_apr_2022,adm3_name_en,adm3_name_uk,month,pit_total_uah,month_dt,year,month_num,post_invasion,during_occ,post_lib,log_pit,pit_military_uah,pit_civilian_uah,share_military,share_civilian,pop_2022,kse_war_zone_apr2022,pit_total_pc,pit_civilian_pc,pit_military_pc,log_pit_pc,log_pit_civ_pc
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-12,19118266.74,2021-12-01,2021.0,12.0,0,0,0,16.766154862110774,0.0,19118266.740000002,0.0,1.0000000000000002,4287.0,0.0,4459.591028691392,4459.591028691393,0.0,8.403036553878232,8.403036553878232
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-01,1449267.95,2022-01-01,2022.0,1.0,0,0,0,14.18656981484532,0.0,1449267.95,0.0,1.0,4287.0,0.0,338.06110333566596,338.06110333566596,0.0,5.826180336966046,5.826180336966046
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-02,3050392.3400000003,2022-02-01,2022.0,2.0,1,1,0,14.930781104202888,0.0,3050392.34,0.0,0.9999999999999999,4287.0,0.0,711.5447492418941,711.544749241894,0.0,6.56884271612413,6.56884271612413
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-03,3874924.95,2022-03-01,2022.0,3.0,1,1,0,15.170037110909574,0.0,3874924.9499999997,0.0,0.9999999999999999,4287.0,0.0,903.8779916025193,903.8779916025192,0.0,6.807800118702626,6.807800118702626
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-04,4726476.899999999,2022-04-01,2022.0,4.0,1,1,0,15.368690853072335,0.0,4726476.899999999,0.0,1.0,4287.0,0.0,1102.5138558432468,1102.5138558432468,0.0,7.006254781887329,7.006254781887329
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-05,5764759.39,2022-05-01,2022.0,5.0,1,0,1,15.567274147942092,0.0,5764759.39,0.0,1.0,4287.0,0.0,1344.7071121996732,1344.7071121996732,0.0,7.204674887863702,7.204674887863702
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-06,7076744.84,2022-06-01,2022.0,6.0,1,0,1,15.772324732890336,0.0,7076744.84,0.0,1.0,4287.0,0.0,1650.7452390949381,1650.7452390949381,0.0,7.409587728565861,7.409587728565861
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-07,8842896.2,2022-07-01,2022.0,7.0,1,0,1,15.995125118476166,0.0,8842896.2,0.0,1.0,4287.0,0.0,2062.723629577793,2062.723629577793,0.0,7.632267217237638,7.632267217237638
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-08,11008230.63,2022-08-01,2022.0,8.0,1,0,1,16.21415388090336,0.0,11008230.63,0.0,1.0,4287.0,0.0,2567.8168019594123,2567.8168019594123,0.0,7.851200683535373,7.851200683535373
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-09,12478987.94,2022-09-01,2022.0,9.0,1,0,1,16.339556903200634,0.0,12478987.94,0.0,1.0,4287.0,0.0,2910.8905854910195,2910.8905854910195,0.0,7.97655783494687,7.97655783494687
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-10,14004703.58,2022-10-01,2022.0,10.0,1,0,1,16.45490387255883,0.0,14004703.579999998,0.0,0.9999999999999999,4287.0,0.0,3266.7841334266386,3266.784133426638,0.0,8.091867399155179,8.091867399155177
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-11,23697094.53,2022-11-01,2022.0,11.0,1,0,1,16.980863047118522,7664534.87,16032559.66,0.32343774720132323,0.6765622527986768,4287.0,0.0,5527.663757872639,3739.8086447399114,1787.855113132727,8.61770143021351,8.227057082208546
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-12,33767300.839999996,2022-12-01,2022.0,12.0,1,0,1,17.335003491035284,15540199.8,18227101.04,0.46021445047190224,0.5397855495280979,4287.0,0.0,7876.673860508513,4251.714728248192,3624.959132260322,8.971787943906255,8.3553128175862
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-01,1772112.67,2023-01-01,2023.0,1.0,1,0,1,14.387683555945308,0.0,1772112.67,0.0,1.0,4287.0,0.0,413.3689456496384,413.3689456496384,0.0,6.026756750033119,6.026756750033119
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-02,5814536.62,2023-02-01,2023.0,2.0,1,0,1,15.575871825726122,2778659.45,3035877.17,0.4778814945360169,0.5221185054639831,4287.0,0.0,1356.3183158385818,708.1588919990669,648.1594238395148,7.213266205531432,6.564079608615776
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-03,12705971.85,2023-03-01,2023.0,3.0,1,0,1,16.35758274402056,8054849.86,4651121.99,0.6339420514299345,0.3660579485700655,4287.0,0.0,2963.8376137158853,1084.9363167716351,1878.9012969442501,7.994577542213937,6.9901978586010305
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-04,21465674.859999996,2023-04-01,2023.0,4.0,1,0,1,16.88196574575121,14518171.0,6947503.86,0.6763435622074825,0.32365643779251774,4287.0,0.0,5007.155320737111,1620.598054583625,3386.5572661534875,8.518822926823178,7.391167395447644
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-05,28741665.81,2023-05-01,2023.0,5.0,1,0,1,17.173858433106023,20091368.5,8650297.31,0.6990328477415416,0.3009671522584585,4287.0,0.0,6704.377375787263,2017.7973664567298,4686.580009330534,8.810665076874287,7.610257249956009
