oblast,month,market_type,segment,class_label,room_count,avg_uah_m2,avg_usd_m2,listing_count,source
Kharkiv,2022-12,primary_sale,class,економ,,18500,460,7,lun_ua_api_price
Kharkiv,2022-12,primary_sale,class,комфорт,,23200,580,7,lun_ua_api_price
Kharkiv,2022-12,primary_sale,class,бізнес,,32000,800,5,lun_ua_api_price
Kharkiv,2022-12,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2022-09,primary_sale,class,економ,,18300,450,6,lun_ua_api_price
Kharkiv,2022-09,primary_sale,class,комфорт,,20700,510,6,lun_ua_api_price
Kharkiv,2022-09,primary_sale,class,бізнес,,32700,800,4,lun_ua_api_price
Kharkiv,2022-09,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2021-02,primary_sale,class,економ,,15400,550,19,lun_ua_api_price
Kharkiv,2021-02,primary_sale,class,комфорт,,18500,660,25,lun_ua_api_price
Kharkiv,2021-02,primary_sale,class,бізнес,,24800,880,20,lun_ua_api_price
Kharkiv,2021-02,primary_sale,class,преміум,,36700,1310,15,lun_ua_api_price
Kharkiv,2022-01,primary_sale,class,економ,,17500,640,14,lun_ua_api_price
Kharkiv,2022-01,primary_sale,class,комфорт,,22000,810,21,lun_ua_api_price
Kharkiv,2022-01,primary_sale,class,бізнес,,27300,1000,20,lun_ua_api_price
Kharkiv,2022-01,primary_sale,class,преміум,,41000,1500,15,lun_ua_api_price
Kharkiv,2022-03,primary_sale,class,економ,,17600,590,15,lun_ua_api_price
Kharkiv,2022-03,primary_sale,class,комфорт,,26600,890,20,lun_ua_api_price
Kharkiv,2022-03,primary_sale,class,бізнес,,29500,980,23,lun_ua_api_price
Kharkiv,2022-03,primary_sale,class,преміум,,45400,1520,17,lun_ua_api_price
Kharkiv,2022-04,primary_sale,class,економ,,17600,590,15,lun_ua_api_price
Kharkiv,2022-04,primary_sale,class,комфорт,,26600,890,20,lun_ua_api_price
Kharkiv,2022-04,primary_sale,class,бізнес,,29500,980,23,lun_ua_api_price
Kharkiv,2022-04,primary_sale,class,преміум,,45400,1520,17,lun_ua_api_price
Kharkiv,2022-07,primary_sale,class,економ,,18300,610,6,lun_ua_api_price
Kharkiv,2022-07,primary_sale,class,комфорт,,20300,680,6,lun_ua_api_price
Kharkiv,2022-07,primary_sale,class,бізнес,,26700,890,4,lun_ua_api_price
Kharkiv,2022-07,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2022-08,primary_sale,class,економ,,18300,450,6,lun_ua_api_price
Kharkiv,2022-08,primary_sale,class,комфорт,,20300,500,6,lun_ua_api_price
Kharkiv,2022-08,primary_sale,class,бізнес,,33100,810,4,lun_ua_api_price
Kharkiv,2022-08,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2022-02,primary_sale,class,економ,,16500,580,15,lun_ua_api_price
Kharkiv,2022-02,primary_sale,class,комфорт,,24100,850,20,lun_ua_api_price
Kharkiv,2022-02,primary_sale,class,бізнес,,28300,1000,23,lun_ua_api_price
Kharkiv,2022-02,primary_sale,class,преміум,,45200,1590,16,lun_ua_api_price
Kharkiv,2022-05,primary_sale,class,економ,,0,0,0,lun_ua_api_price
Kharkiv,2022-05,primary_sale,class,комфорт,,0,0,0,lun_ua_api_price
Kharkiv,2022-05,primary_sale,class,бізнес,,0,0,0,lun_ua_api_price
Kharkiv,2022-05,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2022-06,primary_sale,class,економ,,18000,600,6,lun_ua_api_price
Kharkiv,2022-06,primary_sale,class,комфорт,,19300,640,4,lun_ua_api_price
Kharkiv,2022-06,primary_sale,class,бізнес,,28000,940,1,lun_ua_api_price
Kharkiv,2022-06,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2022-10,primary_sale,class,економ,,18300,430,6,lun_ua_api_price
Kharkiv,2022-10,primary_sale,class,комфорт,,20700,480,6,lun_ua_api_price
Kharkiv,2022-10,primary_sale,class,бізнес,,32700,760,4,lun_ua_api_price
Kharkiv,2022-10,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2021-03,primary_sale,class,економ,,15700,560,16,lun_ua_api_price
Kharkiv,2021-03,primary_sale,class,комфорт,,19300,690,24,lun_ua_api_price
Kharkiv,2021-03,primary_sale,class,бізнес,,25000,890,19,lun_ua_api_price
Kharkiv,2021-03,primary_sale,class,преміум,,36300,1300,15,lun_ua_api_price
Kharkiv,2021-04,primary_sale,class,економ,,14500,520,17,lun_ua_api_price
Kharkiv,2021-04,primary_sale,class,комфорт,,21000,750,21,lun_ua_api_price
Kharkiv,2021-04,primary_sale,class,бізнес,,23600,850,20,lun_ua_api_price
Kharkiv,2021-04,primary_sale,class,преміум,,38200,1370,14,lun_ua_api_price
Kharkiv,2021-05,primary_sale,class,економ,,15000,540,15,lun_ua_api_price
Kharkiv,2021-05,primary_sale,class,комфорт,,21000,760,21,lun_ua_api_price
Kharkiv,2021-05,primary_sale,class,бізнес,,24200,870,20,lun_ua_api_price
Kharkiv,2021-05,primary_sale,class,преміум,,38600,1390,13,lun_ua_api_price
Kharkiv,2021-07,primary_sale,class,економ,,17000,620,14,lun_ua_api_price
Kharkiv,2021-07,primary_sale,class,комфорт,,20600,760,22,lun_ua_api_price
Kharkiv,2021-07,primary_sale,class,бізнес,,23700,870,17,lun_ua_api_price
Kharkiv,2021-07,primary_sale,class,преміум,,38100,1400,13,lun_ua_api_price
Kharkiv,2022-11,primary_sale,class,економ,,18300,450,6,lun_ua_api_price
Kharkiv,2022-11,primary_sale,class,комфорт,,22100,550,8,lun_ua_api_price
Kharkiv,2022-11,primary_sale,class,бізнес,,32000,790,5,lun_ua_api_price
Kharkiv,2022-11,primary_sale,class,преміум,,0,0,0,lun_ua_api_price
Kharkiv,2021-01,primary_sale,class,економ,,14800,520,20,lun_ua_api_price
Kharkiv,2021-01,primary_sale,class,комфорт,,18000,640,24,lun_ua_api_price
Kharkiv,2021-01,primary_sale,class,бізнес,,25000,880,20,lun_ua_api_price
Kharkiv,2021-01,primary_sale,class,преміум,,36000,1270,16,lun_ua_api_price
Kharkiv,2021-06,primary_sale,class,економ,,16300,590,17,lun_ua_api_price
Kharkiv,2021-06,primary_sale,class,комфорт,,21300,780,23,lun_ua_api_price
Kharkiv,2021-06,primary_sale,class,бізнес,,23100,840,20,lun_ua_api_price
Kharkiv,2021-06,primary_sale,class,преміум,,39200,1430,13,lun_ua_api_price
Kharkiv,2021-08,primary_sale,class,економ,,14500,540,12,lun_ua_api_price
Kharkiv,2021-08,primary_sale,class,комфорт,,21800,810,22,lun_ua_api_price
Kharkiv,2021-08,primary_sale,class,бізнес,,24600,920,16,lun_ua_api_price
Kharkiv,2021-08,primary_sale,class,преміум,,37600,1400,14,lun_ua_api_price
Kharkiv,2021-09,primary_sale,class,економ,,15400,570,12,lun_ua_api_price
Kharkiv,2021-09,primary_sale,class,комфорт,,22000,820,22,lun_ua_api_price
Kharkiv,2021-09,primary_sale,class,бізнес,,23300,860,15,lun_ua_api_price
Kharkiv,2021-09,primary_sale,class,преміум,,39000,1450,14,lun_ua_api_price
Kharkiv,2021-11,primary_sale,class,економ,,16500,630,13,lun_ua_api_price
Kharkiv,2021-11,primary_sale,class,комфорт,,22000,840,19,lun_ua_api_price
Kharkiv,2021-11,primary_sale,class,бізнес,,23900,910,18,lun_ua_api_price
Kharkiv,2021-11,primary_sale,class,преміум,,39300,1500,14,lun_ua_api_price
Kharkiv,2021-10,primary_sale,class,економ,,16500,620,13,lun_ua_api_price
Kharkiv,2021-10,primary_sale,class,комфорт,,21300,800,20,lun_ua_api_price
Kharkiv,2021-10,primary_sale,class,бізнес,,24100,910,19,lun_ua_api_price
